Date,Item,UPC,Item,Current Units,Current Sales,Current Weight
2024-07-29,072238660011 - SQUIRREL BRAND FRUIT AND NUT BLND,072238660011,SQUIRREL BRAND FRUIT AND NUT BLND,0,0,0
2024-07-29,13896 - COOKIES & CREAM CAKE POP,13896,COOKIES & CREAM CAKE POP,7,22.75,7
2024-07-29,"14216 - POTATO, CHEDDAR & CHIVE BAKES",14216,"POTATO, CHEDDAR & CHIVE BAKES",1,5.45,1
2024-07-29,14397 - BLUEBERRY STREUSEL MUFFIN,14397,BLUEBERRY STREUSEL MUFFIN,3,10.95,3
2024-07-29,25374 - CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,25374,CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,2,7.9,2
2024-07-29,25375 - CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),25375,CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),3,10.95,3
2024-07-29,25376 - CHEESE DANISH SQUARE,25376,CHEESE DANISH SQUARE,1,3.95,1
2024-07-29,25377 - COFFEE CAKE,25377,COFFEE CAKE,2,7.9,2
2024-07-29,25385 - BANANA NUT LOAF,25385,BANANA NUT LOAF,1,3.95,1
2024-07-29,25386 - ICED LEMON LOAF,25386,ICED LEMON LOAF,0,0,0
2024-07-29,25387 - PUMPKIN LOAF,25387,PUMPKIN LOAF,0,0,0
2024-07-29,25426 - CHOCOLATE CHIP COOKIE,25426,CHOCOLATE CHIP COOKIE,3,9.75,3
2024-07-29,25432 - BIRTHDAY CAKE POP,25432,BIRTHDAY CAKE POP,13,42.25,13
2024-07-29,25434 - CHOCOLATE CAKE POP,25434,CHOCOLATE CAKE POP,6,19.5,6
2024-07-29,25438 - EGG WHITE WRAP W/SPINACH,25438,EGG WHITE WRAP W/SPINACH,2,9.9,2
2024-07-29,25440 - BACON GOUDA CIABATTA,25440,BACON GOUDA CIABATTA,1,5.45,1
2024-07-29,25441 - SAUS EGG BKFAST SANDWICH,25441,SAUS EGG BKFAST SANDWICH,1,4.95,1
2024-07-29,25442 - REDUCED FAT TURK BAC SAND,25442,REDUCED FAT TURK BAC SAND,1,4.95,1
2024-07-29,25550 - DOUBLE SMOKED BACON,25550,DOUBLE SMOKED BACON,6,35.7,6
2024-07-29,25658 - HAM N CHZ SAVORY FOLDOVER,25658,HAM N CHZ SAVORY FOLDOVER,3,14.85,3
2024-07-29,26121 - SOUS VIDE BACON & GRUYERE,26121,SOUS VIDE BACON & GRUYERE,3,16.35,3
2024-07-29,26122 - SOUS VIDE EGG WHT RSTD RED PPR,26122,SOUS VIDE EGG WHT RSTD RED PPR,2,10.9,2
2024-07-29,"26688 - BACON, SAUSAGE AND EGG WRAP",26688,"BACON, SAUSAGE AND EGG WRAP",2,12.9,2
2024-07-29,26704 - IMPOSSIBLE BREAKFAST SANDWICH,26704,IMPOSSIBLE BREAKFAST SANDWICH,0,0,0
2024-07-29,5769 - PUMPKIN & PEPITA LOAF,5769,PUMPKIN & PEPITA LOAF,1,3.95,1
2024-07-29,762111126719 - BISCOTTI VANILLA ALMOND US 24-CS,762111126719,BISCOTTI VANILLA ALMOND US 24-CS,0,0,0
2024-07-29,851562008603 - SKNNY DIPD LMN BLISS ALMDS,851562008603,SKNNY DIPD LMN BLISS ALMDS,1,2.95,1
2024-07-30,13896 - COOKIES & CREAM CAKE POP,13896,COOKIES & CREAM CAKE POP,6,19.5,6
2024-07-30,14215 - VANILLA BEAN CUSTARD DANISH,14215,VANILLA BEAN CUSTARD DANISH,2,8.5,2
2024-07-30,14397 - BLUEBERRY STREUSEL MUFFIN,14397,BLUEBERRY STREUSEL MUFFIN,2,7.3,2
2024-07-30,25374 - CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,25374,CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,2,7.9,2
2024-07-30,25375 - CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),25375,CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),3,10.95,3
2024-07-30,25376 - CHEESE DANISH SQUARE,25376,CHEESE DANISH SQUARE,2,7.9,2
2024-07-30,25385 - BANANA NUT LOAF,25385,BANANA NUT LOAF,1,3.95,1
2024-07-30,25386 - ICED LEMON LOAF,25386,ICED LEMON LOAF,2,7.9,2
2024-07-30,25426 - CHOCOLATE CHIP COOKIE,25426,CHOCOLATE CHIP COOKIE,1,3.25,1
2024-07-30,25432 - BIRTHDAY CAKE POP,25432,BIRTHDAY CAKE POP,6,19.5,6
2024-07-30,25434 - CHOCOLATE CAKE POP,25434,CHOCOLATE CAKE POP,3,9.75,3
2024-07-30,25438 - EGG WHITE WRAP W/SPINACH,25438,EGG WHITE WRAP W/SPINACH,0,0,0
2024-07-30,25440 - BACON GOUDA CIABATTA,25440,BACON GOUDA CIABATTA,1,5.45,1
2024-07-30,25441 - SAUS EGG BKFAST SANDWICH,25441,SAUS EGG BKFAST SANDWICH,2,9.9,2
2024-07-30,25442 - REDUCED FAT TURK BAC SAND,25442,REDUCED FAT TURK BAC SAND,2,9.9,2
2024-07-30,25550 - DOUBLE SMOKED BACON,25550,DOUBLE SMOKED BACON,3,17.85,3
2024-07-30,25658 - HAM N CHZ SAVORY FOLDOVER,25658,HAM N CHZ SAVORY FOLDOVER,1,4.95,1
2024-07-30,26121 - SOUS VIDE BACON & GRUYERE,26121,SOUS VIDE BACON & GRUYERE,1,5.45,1
2024-07-30,26122 - SOUS VIDE EGG WHT RSTD RED PPR,26122,SOUS VIDE EGG WHT RSTD RED PPR,0,0,0
2024-07-30,"26688 - BACON, SAUSAGE AND EGG WRAP",26688,"BACON, SAUSAGE AND EGG WRAP",0,0,0
2024-07-30,26690 - PETITE VANILLA BEAN SCONE,26690,PETITE VANILLA BEAN SCONE,2,3.9,2
2024-07-30,26704 - IMPOSSIBLE BREAKFAST SANDWICH,26704,IMPOSSIBLE BREAKFAST SANDWICH,1,5.95,0.083
2024-07-30,5769 - PUMPKIN & PEPITA LOAF,5769,PUMPKIN & PEPITA LOAF,1,3.95,1
2024-07-30,762111198464 - ETHOS BOTTLED WATER,762111198464,ETHOS BOTTLED WATER,1,2.95,0.042
2024-07-31,13896 - COOKIES & CREAM CAKE POP,13896,COOKIES & CREAM CAKE POP,6,19.5,6
2024-07-31,14215 - VANILLA BEAN CUSTARD DANISH,14215,VANILLA BEAN CUSTARD DANISH,0,0,0
2024-07-31,"14216 - POTATO, CHEDDAR & CHIVE BAKES",14216,"POTATO, CHEDDAR & CHIVE BAKES",1,5.45,1
2024-07-31,14397 - BLUEBERRY STREUSEL MUFFIN,14397,BLUEBERRY STREUSEL MUFFIN,2,7.3,2
2024-07-31,25374 - CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,25374,CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,2,7.9,2
2024-07-31,25375 - CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),25375,CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),1,3.65,1
2024-07-31,25376 - CHEESE DANISH SQUARE,25376,CHEESE DANISH SQUARE,3,11.85,3
2024-07-31,25385 - BANANA NUT LOAF,25385,BANANA NUT LOAF,0,0,0
2024-07-31,25426 - CHOCOLATE CHIP COOKIE,25426,CHOCOLATE CHIP COOKIE,2,6.5,2
2024-07-31,25432 - BIRTHDAY CAKE POP,25432,BIRTHDAY CAKE POP,9,29.25,9
2024-07-31,25434 - CHOCOLATE CAKE POP,25434,CHOCOLATE CAKE POP,4,13,4
2024-07-31,25438 - EGG WHITE WRAP W/SPINACH,25438,EGG WHITE WRAP W/SPINACH,1,4.95,1
2024-07-31,25440 - BACON GOUDA CIABATTA,25440,BACON GOUDA CIABATTA,3,16.35,3
2024-07-31,25441 - SAUS EGG BKFAST SANDWICH,25441,SAUS EGG BKFAST SANDWICH,2,9.9,2
2024-07-31,25442 - REDUCED FAT TURK BAC SAND,25442,REDUCED FAT TURK BAC SAND,1,4.95,1
2024-07-31,25550 - DOUBLE SMOKED BACON,25550,DOUBLE SMOKED BACON,1,5.95,1
2024-07-31,25658 - HAM N CHZ SAVORY FOLDOVER,25658,HAM N CHZ SAVORY FOLDOVER,4,19.8,4
2024-07-31,26121 - SOUS VIDE BACON & GRUYERE,26121,SOUS VIDE BACON & GRUYERE,0,0,0
2024-07-31,26122 - SOUS VIDE EGG WHT RSTD RED PPR,26122,SOUS VIDE EGG WHT RSTD RED PPR,0,0,0
2024-07-31,5769 - PUMPKIN & PEPITA LOAF,5769,PUMPKIN & PEPITA LOAF,3,11.85,3
2024-07-31,602652262050 - KIND BAR BLBRY VAN CASHEW,602652262050,KIND BAR BLBRY VAN CASHEW,0,0,0
2024-07-31,762111126719 - BISCOTTI VANILLA ALMOND US 24-CS,762111126719,BISCOTTI VANILLA ALMOND US 24-CS,0,0,0
2024-08-01,"13895 - CHICKEN, MAPLE BUTTER & EGG SANDWICH",13895,"CHICKEN, MAPLE BUTTER & EGG SANDWICH",1,5.45,1
2024-08-01,13896 - COOKIES & CREAM CAKE POP,13896,COOKIES & CREAM CAKE POP,5,16.25,5
2024-08-01,"14216 - POTATO, CHEDDAR & CHIVE BAKES",14216,"POTATO, CHEDDAR & CHIVE BAKES",2,10.9,2
2024-08-01,25374 - CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,25374,CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,5,19.75,5
2024-08-01,25375 - CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),25375,CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),0,0,0
2024-08-01,25376 - CHEESE DANISH SQUARE,25376,CHEESE DANISH SQUARE,5,19.75,5
2024-08-01,25377 - COFFEE CAKE,25377,COFFEE CAKE,0,0,0
2024-08-01,25385 - BANANA NUT LOAF,25385,BANANA NUT LOAF,3,11.85,3
2024-08-01,25386 - ICED LEMON LOAF,25386,ICED LEMON LOAF,4,15.8,4
2024-08-01,25387 - PUMPKIN LOAF,25387,PUMPKIN LOAF,0,0,0
2024-08-01,25426 - CHOCOLATE CHIP COOKIE,25426,CHOCOLATE CHIP COOKIE,1,3.25,1
2024-08-01,25432 - BIRTHDAY CAKE POP,25432,BIRTHDAY CAKE POP,5,16.25,5
2024-08-01,25434 - CHOCOLATE CAKE POP,25434,CHOCOLATE CAKE POP,1,3.25,1
2024-08-01,25438 - EGG WHITE WRAP W/SPINACH,25438,EGG WHITE WRAP W/SPINACH,2,9.9,2
2024-08-01,25440 - BACON GOUDA CIABATTA,25440,BACON GOUDA CIABATTA,1,5.45,1
2024-08-01,25441 - SAUS EGG BKFAST SANDWICH,25441,SAUS EGG BKFAST SANDWICH,3,14.85,3
2024-08-01,25442 - REDUCED FAT TURK BAC SAND,25442,REDUCED FAT TURK BAC SAND,0,0,0
2024-08-01,25550 - DOUBLE SMOKED BACON,25550,DOUBLE SMOKED BACON,5,29.75,5
2024-08-01,25658 - HAM N CHZ SAVORY FOLDOVER,25658,HAM N CHZ SAVORY FOLDOVER,2,9.9,2
2024-08-01,26121 - SOUS VIDE BACON & GRUYERE,26121,SOUS VIDE BACON & GRUYERE,1,5.45,1
2024-08-01,26122 - SOUS VIDE EGG WHT RSTD RED PPR,26122,SOUS VIDE EGG WHT RSTD RED PPR,0,0,0
2024-08-01,"26688 - BACON, SAUSAGE AND EGG WRAP",26688,"BACON, SAUSAGE AND EGG WRAP",3,19.35,3
2024-08-01,26704 - IMPOSSIBLE BREAKFAST SANDWICH,26704,IMPOSSIBLE BREAKFAST SANDWICH,0,0,0
2024-08-01,5769 - PUMPKIN & PEPITA LOAF,5769,PUMPKIN & PEPITA LOAF,1,3.95,1
2024-08-01,602652170683 - KIND BAR SALTED CARAMEL DK CHOC,602652170683,KIND BAR SALTED CARAMEL DK CHOC,0,0,0
2024-08-01,762111144355 - *D*MADELEINES,762111144355,*D*MADELEINES,0,0,0
2024-08-02,072238660011 - SQUIRREL BRAND FRUIT AND NUT BLND,072238660011,SQUIRREL BRAND FRUIT AND NUT BLND,0,0,0
2024-08-02,13896 - COOKIES & CREAM CAKE POP,13896,COOKIES & CREAM CAKE POP,6,19.5,6
2024-08-02,14397 - BLUEBERRY STREUSEL MUFFIN,14397,BLUEBERRY STREUSEL MUFFIN,3,10.95,3
2024-08-02,25374 - CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,25374,CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,1,3.95,1
2024-08-02,25375 - CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),25375,CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),1,3.65,1
2024-08-02,25376 - CHEESE DANISH SQUARE,25376,CHEESE DANISH SQUARE,0,0,0
2024-08-02,25377 - COFFEE CAKE,25377,COFFEE CAKE,0,0,0
2024-08-02,25384 - BLUEBERRY YOGURT MUFFIN,25384,BLUEBERRY YOGURT MUFFIN,0,0,0
2024-08-02,25385 - BANANA NUT LOAF,25385,BANANA NUT LOAF,4,15.8,4
2024-08-02,25386 - ICED LEMON LOAF,25386,ICED LEMON LOAF,1,3.95,1
2024-08-02,25387 - PUMPKIN LOAF,25387,PUMPKIN LOAF,0,0,0
2024-08-02,25426 - CHOCOLATE CHIP COOKIE,25426,CHOCOLATE CHIP COOKIE,1,3.25,1
2024-08-02,25432 - BIRTHDAY CAKE POP,25432,BIRTHDAY CAKE POP,9,29.25,9
2024-08-02,25434 - CHOCOLATE CAKE POP,25434,CHOCOLATE CAKE POP,8,26,8
2024-08-02,25438 - EGG WHITE WRAP W/SPINACH,25438,EGG WHITE WRAP W/SPINACH,0,0,0
2024-08-02,25440 - BACON GOUDA CIABATTA,25440,BACON GOUDA CIABATTA,5,27.25,5
2024-08-02,25441 - SAUS EGG BKFAST SANDWICH,25441,SAUS EGG BKFAST SANDWICH,2,9.9,2
2024-08-02,25442 - REDUCED FAT TURK BAC SAND,25442,REDUCED FAT TURK BAC SAND,2,9.9,2
2024-08-02,25550 - DOUBLE SMOKED BACON,25550,DOUBLE SMOKED BACON,0,0,0
2024-08-02,25658 - HAM N CHZ SAVORY FOLDOVER,25658,HAM N CHZ SAVORY FOLDOVER,4,19.8,4
2024-08-02,26121 - SOUS VIDE BACON & GRUYERE,26121,SOUS VIDE BACON & GRUYERE,1,5.45,1
2024-08-02,26122 - SOUS VIDE EGG WHT RSTD RED PPR,26122,SOUS VIDE EGG WHT RSTD RED PPR,0,0,0
2024-08-02,26602 - PUMPKIN CREAM CHEESE MUFFIN,26602,PUMPKIN CREAM CHEESE MUFFIN,0,0,0
2024-08-02,"26688 - BACON, SAUSAGE AND EGG WRAP",26688,"BACON, SAUSAGE AND EGG WRAP",0,0,0
2024-08-02,26704 - IMPOSSIBLE BREAKFAST SANDWICH,26704,IMPOSSIBLE BREAKFAST SANDWICH,0,0,0
2024-08-02,5769 - PUMPKIN & PEPITA LOAF,5769,PUMPKIN & PEPITA LOAF,2,7.9,2
2024-08-02,762111198464 - ETHOS BOTTLED WATER,762111198464,ETHOS BOTTLED WATER,2,5.9,0.083
2024-08-03,"13895 - CHICKEN, MAPLE BUTTER & EGG SANDWICH",13895,"CHICKEN, MAPLE BUTTER & EGG SANDWICH",1,5.45,1
2024-08-03,13896 - COOKIES & CREAM CAKE POP,13896,COOKIES & CREAM CAKE POP,8,26,8
2024-08-03,14215 - VANILLA BEAN CUSTARD DANISH,14215,VANILLA BEAN CUSTARD DANISH,1,4.25,1
2024-08-03,"14216 - POTATO, CHEDDAR & CHIVE BAKES",14216,"POTATO, CHEDDAR & CHIVE BAKES",1,5.45,1
2024-08-03,14397 - BLUEBERRY STREUSEL MUFFIN,14397,BLUEBERRY STREUSEL MUFFIN,2,7.3,2
2024-08-03,25374 - CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,25374,CHOCOLATE CROISSANT (WEST - SELECT CDCS SEE NOTES ,4,15.8,4
2024-08-03,25375 - CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),25375,CROISSANT - LB (WEST - SELECT CDCS SEE NOTES TAB),1,3.65,1
2024-08-03,25376 - CHEESE DANISH SQUARE,25376,CHEESE DANISH SQUARE,5,19.75,5
2024-08-03,25377 - COFFEE CAKE,25377,COFFEE CAKE,2,7.9,2
2024-08-03,25384 - BLUEBERRY YOGURT MUFFIN,25384,BLUEBERRY YOGURT MUFFIN,0,0,0
2024-08-03,25385 - BANANA NUT LOAF,25385,BANANA NUT LOAF,3,11.85,3
2024-08-03,25386 - ICED LEMON LOAF,25386,ICED LEMON LOAF,2,7.9,2
2024-08-03,25387 - PUMPKIN LOAF,25387,PUMPKIN LOAF,0,0,0
2024-08-03,25426 - CHOCOLATE CHIP COOKIE,25426,CHOCOLATE CHIP COOKIE,2,6.5,2
2024-08-03,25432 - BIRTHDAY CAKE POP,25432,BIRTHDAY CAKE POP,12,39,12
2024-08-03,25434 - CHOCOLATE CAKE POP,25434,CHOCOLATE CAKE POP,3,9.75,3
2024-08-03,25438 - EGG WHITE WRAP W/SPINACH,25438,EGG WHITE WRAP W/SPINACH,0,0,0
2024-08-03,25440 - BACON GOUDA CIABATTA,25440,BACON GOUDA CIABATTA,1,5.45,1
2024-08-03,25441 - SAUS EGG BKFAST SANDWICH,25441,SAUS EGG BKFAST SANDWICH,3,14.85,3
2024-08-03,25442 - REDUCED FAT TURK BAC SAND,25442,REDUCED FAT TURK BAC SAND,2,9.9,2
2024-08-03,25550 - DOUBLE SMOKED BACON,25550,DOUBLE SMOKED BACON,1,5.95,1
2024-08-03,25658 - HAM N CHZ SAVORY FOLDOVER,25658,HAM N CHZ SAVORY FOLDOVER,2,9.9,2
2024-08-03,26121 - SOUS VIDE BACON & GRUYERE,26121,SOUS VIDE BACON & GRUYERE,1,5.45,1
2024-08-03,26122 - SOUS VIDE EGG WHT RSTD RED PPR,26122,SOUS VIDE EGG WHT RSTD RED PPR,1,5.45,1
2024-08-03,"26688 - BACON, SAUSAGE AND EGG WRAP",26688,"BACON, SAUSAGE AND EGG WRAP",1,6.45,1
2024-08-03,26690 - PETITE VANILLA BEAN SCONE,26690,PETITE VANILLA BEAN SCONE,3,5.85,3
2024-08-03,26704 - IMPOSSIBLE BREAKFAST SANDWICH,26704,IMPOSSIBLE BREAKFAST SANDWICH,0,0,0
2024-08-03,5769 - PUMPKIN & PEPITA LOAF,5769,PUMPKIN & PEPITA LOAF,2,7.9,2
2024-08-03,762111126719 - BISCOTTI VANILLA ALMOND US 24-CS,762111126719,BISCOTTI VANILLA ALMOND US 24-CS,0,0,0
2024-08-03,762111144355 - *D*MADELEINES,762111144355,*D*MADELEINES,0,0,0
2024-08-03,762111243140 - SBUX SIMPLY SLTD KETTLE CHIPS,762111243140,SBUX SIMPLY SLTD KETTLE CHIPS,0,0,0
2024-08-03,762111329264 - SALTED ALMOND CHOC BITES,762111329264,SALTED ALMOND CHOC BITES,0,0,0
